broad_discipline,college/school,major_name,applicants,admits,enrolls,admit_gpa_range,enroll_gpa_range,admit_rate,yield_rate,campus
Undeclared,College Of Agric & environ sciences,Undeclared/exploratory agricultural science,185,56,23,3.24 - 3.79,3.05 - 3.66,30%,41%,UCD
Architecture,College Of Environmental design,Architecture,230,51,45,3.64 - 3.93,3.68 - 3.93,22%,88%,UCB
Arts & Humanities,College Of Letters & science,Art,249,53,24,3.75 - 3.96,3.71 - 3.97,21%,45%,UCB
Arts & Humanities,College Of Letters & science,Chinese language & literature,43,18,7,3.80 - 4.00,3.81 - 3.99,42%,39%,UCB
Arts & Humanities,College Of Letters & science,Comparative literature,37,29,15,3.79 - 4.00,3.69 - 3.99,78%,52%,UCB
Arts & Humanities,College Of Letters & science,Dance & performance studies,23,12,5,3.54 - 4.00,3.52 - 3.62,52%,42%,UCB
Arts & Humanities,College Of Letters & science,"East asian religion, thought, and culture",78,27,17,3.71 - 4.00,3.71 - 4.00,35%,63%,UCB
Arts & Humanities,College Of Letters & science,English,485,329,167,3.46 - 3.93,3.40 - 3.94,68%,51%,UCB
Arts & Humanities,College Of Letters & science,Film,407,235,125,3.52 - 3.88,3.47 - 3.86,58%,53%,UCB
Arts & Humanities,College Of Letters & science,French,14,11,6,3.65 - 3.80,3.11 - 3.71,79%,55%,UCB
Arts & Humanities,College Of Letters & science,History,282,137,49,3.69 - 3.96,3.63 - 3.94,49%,36%,UCB
Arts & Humanities,College Of Letters & science,History of art,108,85,39,3.61 - 3.89,3.57 - 3.87,79%,46%,UCB
Arts & Humanities,College Of Letters & science,Japanese language & literature,34,26,12,3.67 - 4.00,3.58 - 4.00,76%,46%,UCB
Arts & Humanities,College Of Letters & science,Linguistics,107,61,22,3.53 - 3.95,3.46 - 3.94,57%,36%,UCB
Arts & Humanities,College Of Letters & science,Middle eastern languages & literatures,11,9,7,3.33 - 3.92,3.53 - 3.96,82%,78%,UCB
Arts & Humanities,College Of Letters & science,Music,74,31,14,3.51 - 3.85,3.72 - 3.85,42%,45%,UCB
Arts & Humanities,College Of Letters & science,Philosophy,283,182,87,3.49 - 3.91,3.40 - 3.89,64%,48%,UCB
Arts & Humanities,College Of Letters & science,Rhetoric,91,64,41,3.70 - 4.00,3.65 - 4.00,70%,64%,UCB
Arts & Humanities,College Of Letters & science,South & southeast asian studies,25,17,6,3.55 - 3.88,3.59 - 3.86,68%,35%,UCB
Arts & Humanities,College Of Letters & science,Spanish / portuguese,50,28,14,3.52 - 3.87,3.47 - 3.84,56%,50%,UCB
Arts & Humanities,College Of Letters & science,Theater and performance studies,100,55,19,3.49 - 3.88,3.53 - 3.83,55%,35%,UCB
Business,School Of Business administration,Business administration,"2,390",118,103,3.87 - 4.00,3.86 - 4.00,5%,87%,UCB
Computer Science,College Of Letters & science,Computer science,"1,320",64,52,3.85 - 4.00,3.73 - 4.00,5%,81%,UCB
Computer Science,College Of Letters & science,Data science,414,68,50,3.87 - 4.00,3.86 - 4.00,16%,74%,UCB
Engineering,College Of Chemistry,Chemical engineering,115,41,27,3.54 - 3.93,3.55 - 3.94,36%,66%,UCB
Engineering,College Of Engineering,Bioengineering,129,23,14,3.69 - 3.92,3.63 - 3.93,18%,61%,UCB
Engineering,College Of Engineering,Civil engineering,178,23,13,3.80 - 4.00,3.77 - 4.00,13%,57%,UCB
Engineering,College Of Engineering,Electrical engineering - computer science,"1,326",147,120,3.92 - 4.00,3.91 - 4.00,11%,82%,UCB
Engineering,College Of Engineering,Mechanical engineering,574,95,65,3.81 - 4.00,3.80 - 4.00,17%,68%,UCB
Engineering,College Of Engineering,Nuclear engineering,15,5,5,3.69 - 4.00,3.69 - 4.00,33%,100%,UCB
Engineering,College Of Letters & science,Operations research & management science,13,3,3,masked,masked,23%,100%,UCB
Life Sciences,College Of Letters & science,Environmental earth science,34,20,11,3.40 - 3.86,3.57 - 3.93,59%,55%,UCB
Life Sciences,College Of Letters & science,Geography,46,22,9,3.30 - 3.81,3.00 - 3.51,48%,41%,UCB
Life Sciences,College Of Letters & science,Integrative biology,215,77,34,3.56 - 3.91,3.49 - 3.91,36%,44%,UCB
Life Sciences,College Of Letters & science,Molecular & cell biology,611,299,112,3.58 - 3.94,3.50 - 3.85,49%,37%,UCB
Life Sciences,College Of Natural resources,Conservation & resource studies,55,31,23,3.55 - 3.90,3.55 - 3.88,56%,74%,UCB
Life Sciences,College Of Natural resources,Ecosystem management and forestry - forestry,21,9,8,3.12 - 3.53,3.10 - 3.43,43%,89%,UCB
Life Sciences,College Of Natural resources,Ecosystem management and forestry - natural resource management,9,4,3,masked,masked,44%,75%,UCB
Life Sciences,College Of Natural resources,Environmental economics & policy,112,49,37,3.57 - 3.98,3.52 - 3.94,44%,76%,UCB
Life Sciences,College Of Natural resources,Environmental science,152,31,10,3.45 - 3.83,3.37 - 3.81,20%,32%,UCB
Life Sciences,College Of Natural resources,Genetics & plant biology,64,12,4,3.79 - 3.98,masked,19%,33%,UCB
Life Sciences,College Of Natural resources,Microbial biology,130,36,14,3.65 - 3.94,3.66 - 3.93,28%,39%,UCB
Life Sciences,College Of Natural resources,Molecular environmental biology,91,33,12,3.52 - 3.89,3.56 - 3.89,36%,36%,UCB
Life Sciences,College Of Natural resources,Society and environment,64,21,16,3.73 - 3.95,3.82 - 3.98,33%,76%,UCB
Other/Interdisciplinary,College Of Letters & science,Ancient greek and roman studies,22,14,6,3.49 - 3.89,3.46 - 3.88,64%,43%,UCB
Other/Interdisciplinary,College Of Letters & science,Cognitive science,243,68,37,3.60 - 3.95,3.68 - 3.95,28%,54%,UCB
Other/Interdisciplinary,College Of Letters & science,Global studies,140,55,33,3.59 - 3.95,3.58 - 4.00,39%,60%,UCB
Other/Interdisciplinary,College Of Letters & science,Interdisciplinary studies,139,97,60,3.61 - 3.92,3.58 - 3.91,70%,62%,UCB
Other/Interdisciplinary,College Of Letters & science,Legal studies,165,50,27,3.73 - 3.93,3.74 - 3.95,30%,54%,UCB
Other/Interdisciplinary,College Of Letters & science,Media studies,470,168,88,3.72 - 4.00,3.61 - 3.95,36%,52%,UCB
Physical Sciences/Math,College Of Chemistry,Chemical biology,206,47,18,3.75 - 3.94,3.60 - 3.92,23%,38%,UCB
Physical Sciences/Math,College Of Chemistry,Chemistry,196,69,33,3.69 - 3.98,3.71 - 3.97,35%,48%,UCB
Physical Sciences/Math,College Of Letters & science,Applied mathematics,329,223,154,3.66 - 3.97,3.62 - 3.94,68%,69%,UCB
Physical Sciences/Math,College Of Letters & science,Astrophysics,56,28,19,3.61 - 3.97,3.68 - 3.93,50%,68%,UCB
Physical Sciences/Math,College Of Letters & science,Chemistry,21,10,9,3.59 - 3.94,3.59 - 3.89,48%,90%,UCB
Physical Sciences/Math,College Of Letters & science,Geology,18,6,3,3.19 - 3.62,masked,33%,50%,UCB
Physical Sciences/Math,College Of Letters & science,Mathematics,238,148,88,3.56 - 3.90,3.46 - 3.88,62%,59%,UCB
Physical Sciences/Math,College Of Letters & science,Physics,133,77,59,3.41 - 3.92,3.33 - 3.90,58%,77%,UCB
Physical Sciences/Math,College Of Letters & science,Statistics,182,85,49,3.77 - 4.00,3.78 - 4.00,47%,58%,UCB
Public Admin,College Of Letters & science,Social welfare,90,32,22,3.35 - 3.81,3.32 - 3.75,36%,69%,UCB
Public Health,College Of Letters & science,Public health,249,46,23,3.62 - 3.99,3.59 - 3.81,18%,50%,UCB
Social Sciences,College Of Environmental design,Urban studies,43,11,8,3.75 - 3.92,3.73 - 3.92,26%,73%,UCB
Social Sciences,College Of Letters & science,African-american studies,23,10,4,3.34 - 3.75,masked,43%,40%,UCB
Social Sciences,College Of Letters & science,American studies,33,22,20,3.34 - 3.95,3.30 - 3.97,67%,91%,UCB
Social Sciences,College Of Letters & science,Anthropology,252,116,63,3.54 - 3.94,3.45 - 3.92,46%,54%,UCB
Social Sciences,College Of Letters & science,Asian american and asian diaspora studies,22,9,5,3.86 - 4.00,3.86 - 3.95,41%,56%,UCB
Social Sciences,College Of Letters & science,Chicano studies,18,8,4,3.40 - 3.88,masked,44%,50%,UCB
Social Sciences,College Of Letters & science,Economics,"1,263",182,123,3.80 - 4.00,3.77 - 3.99,14%,68%,UCB
Social Sciences,College Of Letters & science,Ethnic studies,20,11,9,3.36 - 3.76,3.26 - 3.72,55%,82%,UCB
Social Sciences,College Of Letters & science,Gender & women's studies,56,29,8,3.64 - 3.91,3.50 - 3.88,52%,28%,UCB
Social Sciences,College Of Letters & science,Political economy,91,41,27,3.67 - 4.00,3.62 - 3.91,45%,66%,UCB
Social Sciences,College Of Letters & science,Political science,935,293,130,3.66 - 4.00,3.53 - 4.00,31%,44%,UCB
Social Sciences,College Of Letters & science,Psychology,"1,694",122,67,3.71 - 4.00,3.67 - 3.98,7%,55%,UCB
Social Sciences,College Of Letters & science,Sociology,829,241,82,3.74 - 4.00,3.39 - 3.97,29%,34%,UCB
Undeclared,College Of Letters & science,Undeclared,8,7,6,3.57 - 3.87,3.54 - 3.74,88%,86%,UCB
